ad_archive_id,page_id,page_name,ad_creation_time,ad_delivery_start_time,ad_delivery_stop_time,byline,ad_creative_bodies,ad_creative_link_titles,ad_creative_link_captions,ad_creative_link_descriptions,impressions,spend,currency,demographic_distribution,delivery_by_region,publisher_platforms,estimated_audience_size,languages
1749264979203879,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.030043},{""age"":""18-24"",""gender"":""male"",""percentage"":0.072961},{""age"":""25-34"",""gender"":""female"",""percentage"":0.111588},{""age"":""25-34"",""gender"":""male"",""percentage"":0.141631},{""age"":""35-44"",""gender"":""female"",""percentage"":0.04721},{""age"":""35-44"",""gender"":""male"",""percentage"":0.098712},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.004292},{""age"":""45-54"",""gender"":""female"",""percentage"":0.064378},{""age"":""45-54"",""gender"":""male"",""percentage"":0.090129},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.008584},{""age"":""55-64"",""gender"":""female"",""percentage"":0.090129},{""age"":""55-64"",""gender"":""male"",""percentage"":0.085837},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.004292},{""age"":""65+"",""gender"":""female"",""percentage"":0.098712},{""age"":""65+"",""gender"":""male"",""percentage"":0.051502}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en
535716669099856,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 6000, upper_bound: 6999","lower_bound: 100, upper_bound: 199",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.068011},{""age"":""45-54"",""gender"":""male"",""percentage"":0.099979},{""age"":""65+"",""gender"":""male"",""percentage"":0.026389},{""age"":""65+"",""gender"":""female"",""percentage"":0.026389},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000644},{""age"":""55-64"",""gender"":""male"",""percentage"":0.068011},{""age"":""55-64"",""gender"":""female"",""percentage"":0.072088},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000644},{""age"":""45-54"",""gender"":""female"",""percentage"":0.096117},{""age"":""18-24"",""gender"":""male"",""percentage"":0.086462},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001287},{""age"":""35-44"",""gender"":""male"",""percentage"":0.102768},{""age"":""35-44"",""gender"":""female"",""percentage"":0.097833},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.001073},{""age"":""25-34"",""gender"":""male"",""percentage"":0.133662},{""age"":""25-34"",""gender"":""female"",""percentage"":0.117357},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000858},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000429}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en
880474724260209,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.0625},{""age"":""18-24"",""gender"":""male"",""percentage"":0.104167},{""age"":""25-34"",""gender"":""female"",""percentage"":0.141667},{""age"":""25-34"",""gender"":""male"",""percentage"":0.191667},{""age"":""35-44"",""gender"":""female"",""percentage"":0.05},{""age"":""35-44"",""gender"":""male"",""percentage"":0.129167},{""age"":""45-54"",""gender"":""female"",""percentage"":0.070833},{""age"":""45-54"",""gender"":""male"",""percentage"":0.075},{""age"":""55-64"",""gender"":""female"",""percentage"":0.0375},{""age"":""55-64"",""gender"":""male"",""percentage"":0.05},{""age"":""65+"",""gender"":""female"",""percentage"":0.041667},{""age"":""65+"",""gender"":""male"",""percentage"":0.041667},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.004167}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en
1520175175286841,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 2000, upper_bound: 2999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.063415},{""age"":""45-54"",""gender"":""male"",""percentage"":0.075},{""age"":""65+"",""gender"":""male"",""percentage"":0.02439},{""age"":""65+"",""gender"":""female"",""percentage"":0.029268},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.00122},{""age"":""55-64"",""gender"":""male"",""percentage"":0.062195},{""age"":""55-64"",""gender"":""female"",""percentage"":0.071951},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.00122},{""age"":""45-54"",""gender"":""female"",""percentage"":0.078659},{""age"":""18-24"",""gender"":""male"",""percentage"":0.084146},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.003659},{""age"":""35-44"",""gender"":""male"",""percentage"":0.103659},{""age"":""35-44"",""gender"":""female"",""percentage"":0.086585},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.00061},{""age"":""25-34"",""gender"":""male"",""percentage"":0.147561},{""age"":""25-34"",""gender"":""female"",""percentage"":0.165244},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.00061},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.00061}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en
1320765995553891,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 2000, upper_bound: 2999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.039735},{""age"":""18-24"",""gender"":""male"",""percentage"":0.053532},{""age"":""25-34"",""gender"":""female"",""percentage"":0.110927},{""age"":""25-34"",""gender"":""male"",""percentage"":0.182119},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000552},{""age"":""35-44"",""gender"":""female"",""percentage"":0.095475},{""age"":""35-44"",""gender"":""male"",""percentage"":0.149007},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001656},{""age"":""45-54"",""gender"":""female"",""percentage"":0.084437},{""age"":""45-54"",""gender"":""male"",""percentage"":0.100442},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.001104},{""age"":""55-64"",""gender"":""female"",""percentage"":0.072296},{""age"":""55-64"",""gender"":""male"",""percentage"":0.060155},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001656},{""age"":""65+"",""gender"":""female"",""percentage"":0.020419},{""age"":""65+"",""gender"":""male"",""percentage"":0.02649}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en
2316126628734092,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 1000, upper_bound: 1999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.095426},{""age"":""45-54"",""gender"":""male"",""percentage"":0.062303},{""age"":""65+"",""gender"":""male"",""percentage"":0.053628},{""age"":""65+"",""gender"":""female"",""percentage"":0.085174},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.002366},{""age"":""55-64"",""gender"":""male"",""percentage"":0.071767},{""age"":""55-64"",""gender"":""female"",""percentage"":0.106467},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000789},{""age"":""45-54"",""gender"":""female"",""percentage"":0.078864},{""age"":""18-24"",""gender"":""male"",""percentage"":0.089905},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001577},{""age"":""35-44"",""gender"":""male"",""percentage"":0.061514},{""age"":""35-44"",""gender"":""female"",""percentage"":0.062303},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000789},{""age"":""25-34"",""gender"":""male"",""percentage"":0.120662},{""age"":""25-34"",""gender"":""female"",""percentage"":0.102524},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.003155},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000789}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en
1074449700538808,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 250000, upper_bound: 299999","lower_bound: 10000, upper_bound: 14999",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.067329},{""age"":""45-54"",""gender"":""male"",""percentage"":0.091995},{""age"":""65+"",""gender"":""male"",""percentage"":0.021061},{""age"":""65+"",""gender"":""female"",""percentage"":0.023064},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000453},{""age"":""55-64"",""gender"":""male"",""percentage"":0.059646},{""age"":""55-64"",""gender"":""female"",""percentage"":0.058984},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000801},{""age"":""45-54"",""gender"":""female"",""percentage"":0.088059},{""age"":""18-24"",""gender"":""male"",""percentage"":0.064681},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001463},{""age"":""35-44"",""gender"":""male"",""percentage"":0.127201},{""age"":""35-44"",""gender"":""female"",""percentage"":0.115199},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000766},{""age"":""25-34"",""gender"":""male"",""percentage"":0.148001},{""age"":""25-34"",""gender"":""female"",""percentage"":0.129832},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.00115},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000314}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en
1538688753432957,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 35000, upper_bound: 39999","lower_bound: 800, upper_bound: 899",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.065359},{""age"":""45-54"",""gender"":""male"",""percentage"":0.091019},{""age"":""65+"",""gender"":""male"",""percentage"":0.014959},{""age"":""65+"",""gender"":""female"",""percentage"":0.014326},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000173},{""age"":""55-64"",""gender"":""male"",""percentage"":0.047523},{""age"":""55-64"",""gender"":""female"",""percentage"":0.041022},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000805},{""age"":""45-54"",""gender"":""female"",""percentage"":0.072723},{""age"":""18-24"",""gender"":""male"",""percentage"":0.082504},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001438},{""age"":""35-44"",""gender"":""male"",""percentage"":0.141304},{""age"":""35-44"",""gender"":""female"",""percentage"":0.107589},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.00069},{""age"":""25-34"",""gender"":""male"",""percentage"":0.185605},{""age"":""25-34"",""gender"":""female"",""percentage"":0.131868},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000748},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000345}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en
935557711956504,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.067204},{""age"":""18-24"",""gender"":""male"",""percentage"":0.180108},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.002688},{""age"":""25-34"",""gender"":""female"",""percentage"":0.126344},{""age"":""25-34"",""gender"":""male"",""percentage"":0.231183},{""age"":""35-44"",""gender"":""female"",""percentage"":0.051075},{""age"":""35-44"",""gender"":""male"",""percentage"":0.11828},{""age"":""45-54"",""gender"":""female"",""percentage"":0.02957},{""age"":""45-54"",""gender"":""male"",""percentage"":0.064516},{""age"":""55-64"",""gender"":""female"",""percentage"":0.02957},{""age"":""55-64"",""gender"":""male"",""percentage"":0.051075},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.002688},{""age"":""65+"",""gender"":""female"",""percentage"":0.016129},{""age"":""65+"",""gender"":""male"",""percentage"":0.02957}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 50001, upper_bound: 100000",en
495973630090024,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.044643},{""age"":""18-24"",""gender"":""male"",""percentage"":0.017857},{""age"":""25-34"",""gender"":""female"",""percentage"":0.089286},{""age"":""25-34"",""gender"":""male"",""percentage"":0.053571},{""age"":""35-44"",""gender"":""female"",""percentage"":0.125},{""age"":""35-44"",""gender"":""male"",""percentage"":0.071429},{""age"":""45-54"",""gender"":""female"",""percentage"":0.098214},{""age"":""45-54"",""gender"":""male"",""percentage"":0.044643},{""age"":""55-64"",""gender"":""female"",""percentage"":0.223214},{""age"":""55-64"",""gender"":""male"",""percentage"":0.035714},{""age"":""65+"",""gender"":""female"",""percentage"":0.142857},{""age"":""65+"",""gender"":""male"",""percentage"":0.053571}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 5001, upper_bound: 10000",en
1559250064951445,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.117647},{""age"":""18-24"",""gender"":""male"",""percentage"":0.082353},{""age"":""25-34"",""gender"":""female"",""percentage"":0.164706},{""age"":""25-34"",""gender"":""male"",""percentage"":0.2},{""age"":""35-44"",""gender"":""female"",""percentage"":0.164706},{""age"":""35-44"",""gender"":""male"",""percentage"":0.129412},{""age"":""45-54"",""gender"":""female"",""percentage"":0.047059},{""age"":""45-54"",""gender"":""male"",""percentage"":0.035294},{""age"":""55-64"",""gender"":""female"",""percentage"":0.023529},{""age"":""65+"",""gender"":""female"",""percentage"":0.023529},{""age"":""65+"",""gender"":""male"",""percentage"":0.011765}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 5001, upper_bound: 10000",en
27710703018520660,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.045161},{""age"":""18-24"",""gender"":""male"",""percentage"":0.045161},{""age"":""25-34"",""gender"":""female"",""percentage"":0.109677},{""age"":""25-34"",""gender"":""male"",""percentage"":0.090323},{""age"":""35-44"",""gender"":""female"",""percentage"":0.129032},{""age"":""35-44"",""gender"":""male"",""percentage"":0.064516},{""age"":""45-54"",""gender"":""female"",""percentage"":0.109677},{""age"":""45-54"",""gender"":""male"",""percentage"":0.058065},{""age"":""55-64"",""gender"":""female"",""percentage"":0.129032},{""age"":""55-64"",""gender"":""male"",""percentage"":0.064516},{""age"":""65+"",""gender"":""female"",""percentage"":0.122581},{""age"":""65+"",""gender"":""male"",""percentage"":0.032258}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 5001, upper_bound: 10000",en
1066856981376126,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-02,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 4000, upper_bound: 4999","lower_bound: 200, upper_bound: 299",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.034615},{""age"":""18-24"",""gender"":""male"",""percentage"":0.027885},{""age"":""25-34"",""gender"":""female"",""percentage"":0.1125},{""age"":""25-34"",""gender"":""male"",""percentage"":0.117308},{""age"":""35-44"",""gender"":""female"",""percentage"":0.134615},{""age"":""35-44"",""gender"":""male"",""percentage"":0.094712},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.001442},{""age"":""45-54"",""gender"":""female"",""percentage"":0.11875},{""age"":""45-54"",""gender"":""male"",""percentage"":0.075962},{""age"":""55-64"",""gender"":""female"",""percentage"":0.11875},{""age"":""55-64"",""gender"":""male"",""percentage"":0.063942},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.001442},{""age"":""65+"",""gender"":""female"",""percentage"":0.061538},{""age"":""65+"",""gender"":""male"",""percentage"":0.036058},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000481}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 5001, upper_bound: 10000",en
538952198942120,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.022222},{""age"":""18-24"",""gender"":""male"",""percentage"":0.022222},{""age"":""25-34"",""gender"":""female"",""percentage"":0.044444},{""age"":""25-34"",""gender"":""male"",""percentage"":0.133333},{""age"":""35-44"",""gender"":""female"",""percentage"":0.133333},{""age"":""35-44"",""gender"":""male"",""percentage"":0.055556},{""age"":""45-54"",""gender"":""female"",""percentage"":0.111111},{""age"":""45-54"",""gender"":""male"",""percentage"":0.077778},{""age"":""55-64"",""gender"":""female"",""percentage"":0.166667},{""age"":""55-64"",""gender"":""male"",""percentage"":0.055556},{""age"":""65+"",""gender"":""female"",""percentage"":0.122222},{""age"":""65+"",""gender"":""male"",""percentage"":0.055556}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 5001, upper_bound: 10000",en
516418481362698,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-02,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.044872},{""age"":""18-24"",""gender"":""male"",""percentage"":0.030449},{""age"":""25-34"",""gender"":""female"",""percentage"":0.141026},{""age"":""25-34"",""gender"":""male"",""percentage"":0.092949},{""age"":""35-44"",""gender"":""female"",""percentage"":0.160256},{""age"":""35-44"",""gender"":""male"",""percentage"":0.076923},{""age"":""45-54"",""gender"":""female"",""percentage"":0.145833},{""age"":""45-54"",""gender"":""male"",""percentage"":0.054487},{""age"":""55-64"",""gender"":""female"",""percentage"":0.108974},{""age"":""55-64"",""gender"":""male"",""percentage"":0.028846},{""age"":""65+"",""gender"":""female"",""percentage"":0.081731},{""age"":""65+"",""gender"":""male"",""percentage"":0.033654}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 5001, upper_bound: 10000",en
1095600758062672,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-02,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.065693},{""age"":""18-24"",""gender"":""male"",""percentage"":0.029197},{""age"":""25-34"",""gender"":""female"",""percentage"":0.131387},{""age"":""25-34"",""gender"":""male"",""percentage"":0.087591},{""age"":""35-44"",""gender"":""female"",""percentage"":0.182482},{""age"":""35-44"",""gender"":""male"",""percentage"":0.058394},{""age"":""45-54"",""gender"":""female"",""percentage"":0.116788},{""age"":""45-54"",""gender"":""male"",""percentage"":0.065693},{""age"":""55-64"",""gender"":""female"",""percentage"":0.094891},{""age"":""55-64"",""gender"":""male"",""percentage"":0.014599},{""age"":""65+"",""gender"":""female"",""percentage"":0.131387},{""age"":""65+"",""gender"":""male"",""percentage"":0.021898}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 5001, upper_bound: 10000",en
437594289005916,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 0, upper_bound: 999","lower_bound: 0, upper_bound: 99",USD,,,"facebook,instagram","lower_bound: 5001, upper_bound: 10000",en
906509744783596,153080620724,"Donald J. Trump",2024-10-28,2024-10-28,2024-11-03,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️","GET OUT AND VOTE!",vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!","lower_bound: 10000, upper_bound: 14999","lower_bound: 600, upper_bound: 699",USD,"{""age"":""18-24"",""gender"":""female"",""percentage"":0.042373},{""age"":""45-54"",""gender"":""male"",""percentage"":0.069386},{""age"":""65+"",""gender"":""male"",""percentage"":0.022511},{""age"":""65+"",""gender"":""female"",""percentage"":0.052436},{""age"":""55-64"",""gender"":""unknown"",""percentage"":0.000794},{""age"":""55-64"",""gender"":""male"",""percentage"":0.042373},{""age"":""55-64"",""gender"":""female"",""percentage"":0.110964},{""age"":""45-54"",""gender"":""unknown"",""percentage"":0.000265},{""age"":""45-54"",""gender"":""female"",""percentage"":0.11785},{""age"":""18-24"",""gender"":""male"",""percentage"":0.034163},{""age"":""35-44"",""gender"":""unknown"",""percentage"":0.002383},{""age"":""35-44"",""gender"":""male"",""percentage"":0.100106},{""age"":""35-44"",""gender"":""female"",""percentage"":0.169492},{""age"":""25-34"",""gender"":""unknown"",""percentage"":0.000265},{""age"":""25-34"",""gender"":""male"",""percentage"":0.114142},{""age"":""25-34"",""gender"":""female"",""percentage"":0.119439},{""age"":""18-24"",""gender"":""unknown"",""percentage"":0.000794},{""age"":""65+"",""gender"":""unknown"",""percentage"":0.000265}","{""region"":""Wisconsin"",""percentage"":1}","facebook,instagram","lower_bound: 5001, upper_bound: 10000",en
