id_archivo_anuncio,id_pagina,nombre_pagina,fecha_creacion_anuncio,fecha_inicio_entrega,fecha_fin_entrega,autor_patrocinador,cuerpos_creativos_anuncio,titulos_enlaces_creativos,leyendas_enlaces_creativos,descripciones_enlaces_creativos,moneda,tamano_audiencia_estimada,idiomas,impresiones_inferior,impresiones_superior,gasto_inferior,gasto_superior,plataforma,demografia_edad,demografia_genero,demografia_porcentaje,region_nombre,region_porcentaje
290921757449359,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,facebook,18-24,unknown,0.00277,Nevada,1.0
342733742236101,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-04,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!",USD,"lower_bound: 50001, upper_bound: 100000",en,10000,14999,800,899,instagram,55-64,male,0.077717,Wisconsin,1.0
342828378892919,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF NEVADA! 

VOTE EARLY TODAY!",LET’S MAGA!!!,vote.donaldjtrump.com,Help SAVE AMERICA!,USD,"lower_bound: 50001, upper_bound: 100000",en,0,999,0,99,facebook,25-34,male,0.254386,Nevada,1.0
343184802189477,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF NEVADA! 

VOTE EARLY TODAY!",LET’S MAGA!!!,vote.donaldjtrump.com,Help SAVE AMERICA!,USD,"lower_bound: 50001, upper_bound: 100000",en,0,999,0,99,instagram,45-54,female,0.083333,Nevada,1.0
343390052167651,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,1000,1999,0,99,facebook,45-54,male,0.047206,Nevada,1.0
343868675453073,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,70000,79999,3500,3999,instagram,45-54,female,0.101507,Nevada,1.0
343905635449131,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,instagram,55-64,female,0.082278,Georgia,1.0
358072527327813,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF NEVADA! 

VOTE EARLY TODAY!",LET’S MAGA!!!,vote.donaldjtrump.com,Help SAVE AMERICA!,USD,"lower_bound: 5001, upper_bound: 10000",en,1000,1999,0,99,facebook,65+,unknown,0.001151,Nevada,1.0
372167395890919,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","We can't afford four more years of Kamala

Ensure she stays FAR away from the White House

Get ready to vote for Trump Today.,We can't afford four more years of Kamala

Ensure she stays FAR away from the White House

Get ready to vote for Trump Today.,We can't afford four more years of Kamala

Ensure she stays FAR away from the White House

Get ready to vote for Trump Today.","Make a plan to VOTE TRUMP today!,Make a plan to VOTE TRUMP today!,Make a plan to VOTE TRUMP today!",vote.donaldjtrump.com,"It all boils down to this,It all boils down to this,It all boils down to this",USD,lower_bound: 1000001,en,2000,2999,0,99,facebook,25-34,male,0.204499,North Carolina,1.0
375356745564419,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,facebook,45-54,unknown,0.002564,Nevada,1.0
378211635371500,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 500001, upper_bound: 1000000",en,0,999,0,99,facebook,25-34,unknown,0.00641,Pennsylvania,1.0
383755328148106,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,7000,7999,400,499,facebook,45-54,female,0.075216,Arizona,1.0
385458881202288,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-03,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.",The road to the White House runs through MICHIGAN! President Trump wants to know: HAVE YOU VOTED EARLY YET?,You can VOTE TRUMP as early as today!,vote.donaldjtrump.com,Ensure MICHIGAN votes red.,USD,lower_bound: 1000001,en,0,999,0,99,facebook,35-44,male,0.066798,Michigan,1.0
385600807852101,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 50001, upper_bound: 100000",en,0,999,0,99,facebook,65+,female,0.060729,Nevada,1.0
386263397784335,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,instagram,,,,,
387093404370954,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,125000,149999,6000,6999,facebook,45-54,female,0.102593,Nevada,1.0
387465070998514,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!",USD,"lower_bound: 5001, upper_bound: 10000",en,0,999,0,99,instagram,35-44,female,0.08,Wisconsin,1.0
391383317261840,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,0,999,0,99,facebook,,,,,
396239003453589,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-04,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,1000,1999,0,99,instagram,65+,unknown,0.002073,Pennsylvania,1.0
398167179900251,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","THIS. IS. IT. 

YOUR VOTE IS CRITCAL IN NORTH CAROLINA.

GET READY TO GO VOTE!

Make a plan to vote on November 5th.,THIS. IS. IT. 

YOUR VOTE IS CRITCAL IN NORTH CAROLINA.

GET READY TO GO VOTE!

Make a plan to vote on November 5th.,THIS. IS. IT. 

YOUR VOTE IS CRITCAL IN NORTH CAROLINA.

GET READY TO GO VOTE!

Make a plan to vote on November 5th.","Get ready to vote in North Carolina.,Get ready to vote in North Carolina.,Get ready to vote in North Carolina.",vote.donaldjtrump.com,"Pres. Trump needs your vote!,Pres. Trump needs your vote!,Pres. Trump needs your vote!",USD,"lower_bound: 50001, upper_bound: 100000",en,15000,19999,500,599,facebook,25-34,unknown,0.001194,North Carolina,1.0
399105323271939,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-01,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 500001, upper_bound: 1000000",en,1000,1999,0,99,instagram,55-64,female,0.222485,Pennsylvania,1.0
399572659756849,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-10-31,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,instagram,65+,male,0.024096,Pennsylvania,1.0
399754323202241,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-04,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,2000,2999,100,199,facebook,45-54,male,0.067095,Georgia,1.0
400701629643198,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-10-27,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,0,999,0,99,instagram,,,,,
400754409772457,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 500001, upper_bound: 1000000",en,4000,4999,100,199,facebook,25-34,female,0.026733,Pennsylvania,1.0
400796029632704,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-01,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,10000,14999,300,399,facebook,25-34,female,0.096168,Arizona,1.0
400849793121033,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 500001, upper_bound: 1000000",en,25000,29999,1000,1499,facebook,45-54,male,0.076603,Unknown,5.4e-05
403735276125537,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,facebook,25-34,male,0.054945,Arizona,1.0
404821979352251,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-10-30,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","🛑 ATTENTION VOTERS 🛑

This Election is in YOUR hands.

Vote Trump!

Find your polling place TODAY.",Trump needs your vote to Save America,vote.donaldjtrump.com,Find your voting location NOW.,USD,lower_bound: 1000001,en,90000,99999,500,599,facebook,25-34,male,0.182843,Michigan,1.0
406384685859885,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-04,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 50001, upper_bound: 100000",en,80000,89999,3500,3999,instagram,65+,male,0.076687,Nevada,0.999963
407177145787770,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-02,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,15000,19999,500,599,instagram,25-34,female,0.061807,Maine,1.0
407905939037893,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-03,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 100, upper_bound: 1000",en,0,999,0,99,facebook,65+,female,0.056604,Georgia,1.0
408269009024091,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,20000,24999,1500,1999,facebook,18-24,unknown,0.000538,Arizona,1.0
409411032265119,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,2000,2999,0,99,facebook,55-64,male,0.020211,Georgia,1.0
409442322220377,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,0,999,0,99,instagram,35-44,male,0.099762,Maine,1.0
411033735388395,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,5000,5999,100,199,instagram,65+,male,0.01129,Pennsylvania,1.0
411273922042817,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-04,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","Will you help MAKE AMERICA GREAT AGAIN?

I need YOUR HELP to win the GREAT STATE OF NEVADA! 

VOTE EARLY TODAY!",LET’S MAGA!!!,vote.donaldjtrump.com,Help SAVE AMERICA!,USD,"lower_bound: 50001, upper_bound: 100000",en,2000,2999,100,199,facebook,25-34,unknown,0.000592,Nevada,1.0
411499872002139,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-03,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","WISCONSIN! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Wisconsin! Make a plan to vote!",USD,"lower_bound: 5001, upper_bound: 10000",en,10000,14999,1000,1499,instagram,55-64,unknown,0.001562,Wisconsin,1.0
412251491941362,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-04,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,1000,1999,0,99,facebook,35-44,female,0.126872,Maine,1.0
413217141833441,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,10000,14999,100,199,facebook,25-34,female,0.135455,Georgia,1.0
413592438289918,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-01,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,7000,7999,300,399,facebook,55-64,unknown,0.00107,Unknown,0.000217
413855731604563,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","GEORGIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Georgia! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,45000,49999,1000,1499,facebook,35-44,female,0.093694,Georgia,1.0
414273861554316,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","ARIZONA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Arizona! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,0,999,0,99,instagram,,,,,
414848788329388,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","PENNSYLVANIA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, PA! Make a plan to vote!",USD,"lower_bound: 100001, upper_bound: 500000",en,350000,399999,10000,14999,facebook,25-34,unknown,0.001308,Unknown,1.2e-05
415016774808857,153080620724,Donald J. Trump,2024-10-28,2024-10-28,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,15000,19999,500,599,facebook,25-34,female,0.109058,Maine,1.0
416301891536450,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-05,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","NEVADA! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Nevada! Make a plan to vote!",USD,"lower_bound: 5001, upper_bound: 10000",en,5000,5999,200,299,facebook,25-34,unknown,0.001437,Nevada,1.0
417074311438758,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,4000,4999,0,99,facebook,55-64,male,0.163076,Maine,1.0
417261308084444,153080620724,Donald J. Trump,2024-10-27,2024-10-27,2024-11-06,"DONALD J. TRUMP FOR PRESIDENT 2024, INC.","MAINE! IT ALL COMES DOWN TO THIS!

Make a plan, get to the polls, and VOTE for someone who will NEVER stop fighting for YOU. 🫵

With your help we are going to MAKE AMERICA GREAT AGAIN!

⬇️ Find your polling place NOW ⬇️",GET OUT AND VOTE!,vote.donaldjtrump.com,"Let's win, Maine! Make a plan to vote!",USD,"lower_bound: 10001, upper_bound: 50000",en,3000,3999,0,99,facebook,45-54,male,0.087207,Maine,1.0
